,name,id,nametype,recclass,mass,fall,year,reclat,reclong,coordinates,locations,locations2
0,Aachen,1,Valid,L5,21.0,Fell,1880-01-01T00:00:00.000,50.775,6.08333,"[6.08333, 50.775]",Germany,Germany
1,Aarhus,2,Valid,H6,720.0,Fell,1951-01-01T00:00:00.000,56.18333,10.23333,"[10.23333, 56.18333]",Denmark,Denmark
3,Acapulco,10,Valid,Acapulcoite,1914.0,Fell,1976-01-01T00:00:00.000,16.88333,-99.9,"[-99.9, 16.88333]",Mexico,Mexico
4,Achiras,370,Valid,L6,780.0,Fell,1902-01-01T00:00:00.000,-33.16667,-64.95,"[-64.95, -33.16667]",Argentina,Argentina
6,Adzhi-Bogdo (stone),390,Valid,LL3-6,910.0,Fell,1949-01-01T00:00:00.000,44.83333,95.16667,"[95.16667, 44.83333]",Mongolia,Mongolia
8,Aguada,398,Valid,L6,1620.0,Fell,1930-01-01T00:00:00.000,-31.6,-65.23333,"[-65.23333, -31.6]",Argentina,Argentina
9,Aguila Blanca,417,Valid,L,1440.0,Fell,1920-01-01T00:00:00.000,-30.86667,-64.55,"[-64.55, -30.86667]",Argentina,Argentina
10,Aioun el Atrouss,423,Valid,Diogenite-pm,1000.0,Fell,1974-01-01T00:00:00.000,16.39806,-9.57028,"[-9.57028, 16.39806]",Mauritania,Mauritania
13,Akaba,426,Valid,L6,779.0,Fell,1949-01-01T00:00:00.000,29.51667,35.05,"[35.05, 29.51667]",Jordan,Jordan
14,Akbarpur,427,Valid,H4,1800.0,Fell,1838-01-01T00:00:00.000,29.71667,77.95,"[77.95, 29.71667]",India,India
17,Al Rais,446,Valid,CR2-an,160.0,Fell,1957-01-01T00:00:00.000,24.41667,39.51667,"[39.51667, 24.41667]",Saudi Arabia,Saudi Arabia
18,Al Zarnkh,447,Valid,LL5,700.0,Fell,2001-01-01T00:00:00.000,13.66033,28.96,"[28.96, 13.66033]",Sudan,Sudan
21,Alberta,454,Valid,L,625.0,Fell,1949-01-01T00:00:00.000,2.0,22.66667,"[22.66667, 2]",Democratic Republic of the Congo,Democratic Republic of the Congo
22,Alby sur Chéran,458,Valid,Eucrite-mmict,252.0,Fell,2002-01-01T00:00:00.000,45.82133,6.01533,"[6.01533, 45.82133]",France,France
23,Aldsworth,461,Valid,LL5,700.0,Fell,1835-01-01T00:00:00.000,51.78333,-1.78333,"[-1.78333, 51.78333]",United Kingdom,United Kingdom
25,Alessandria,463,Valid,H5,908.0,Fell,1860-01-01T00:00:00.000,44.88333,8.75,"[8.75, 44.88333]",Italy,Italy
35,Andreevka,2296,Valid,L3,600.0,Fell,1969-01-01T00:00:00.000,48.7,37.5,"[37.5, 48.7]",Ukraine,Ukraine
39,Angra dos Reis (stone),2302,Valid,Angrite,1500.0,Fell,1869-01-01T00:00:00.000,-22.96667,-44.31667,"[-44.31667, -22.96667]",Brazil,Brazil
42,Aomori,2313,Valid,L6,320.0,Fell,1984-01-01T00:00:00.000,40.81056,140.78556,"[140.78556, 40.81056]",Japan,Japan
45,Arbol Solo,2325,Valid,H5,810.0,Fell,1954-01-01T00:00:00.000,-33.0,-66.0,"[-66, -33]",Argentina,Argentina
48,Asco,2345,Valid,H6,41.0,Fell,1805-01-01T00:00:00.000,42.45,9.03333,"[9.03333, 42.45]",France,France
50,Ashdon,2346,Valid,L6,1300.0,Fell,1923-01-01T00:00:00.000,52.05,0.3,"[0.30000000000000004, 52.05]",United Kingdom,United Kingdom
52,Atarra,4883,Valid,L4,1280.0,Fell,1920-01-01T00:00:00.000,25.25417,80.625,"[80.625, 25.25417]",India,India
54,Athens,4885,Valid,LL6,265.0,Fell,1933-01-01T00:00:00.000,34.75,-87.0,"[-87, 34.75]",United States,United States
56,Aubres,4893,Valid,Aubrite,800.0,Fell,1836-01-01T00:00:00.000,44.38333,5.16667,"[5.16667, 44.38333]",France,France
61,Avce,4906,Valid,"Iron, IIAB",1230.0,Fell,1908-01-01T00:00:00.000,46.0,13.5,"[13.5, 46]",Slovenia,Slovenia
62,Avilez,4907,Valid,H,146.0,Fell,1855-01-01T00:00:00.000,25.0,-103.5,"[-103.5, 25]",Mexico,Mexico
63,Awere,4910,Valid,L4,134.0,Fell,1968-01-01T00:00:00.000,2.71667,32.83333,"[32.83333, 2.71667]",Uganda,Uganda
68,Baldwyn,4926,Valid,L6,345.0,Fell,1922-01-01T00:00:00.000,34.5,-88.66667,"[-88.66667, 34.5]",United States,United States
69,Bali,4928,Valid,CV3,1000.0,Fell,1907-01-01T00:00:00.000,5.38333,16.38333,"[16.38333, 5.38333]",Central African Republic,Central African Republic
73,Banswal,4937,Valid,L5,14.0,Fell,1913-01-01T00:00:00.000,30.4,78.2,"[78.2, 30.4]",India,India
74,Banten,4938,Valid,CM2,629.0,Fell,1933-01-01T00:00:00.000,-6.33333,106.0,"[106, -6.33333]",Indonesia,Indonesia
79,Barntrup,4948,Valid,LL4,17.0,Fell,1886-01-01T00:00:00.000,52.0,9.1,"[9.1, 52]",Germany,Germany
87,Bawku,4976,Valid,LL5,1557.0,Fell,1989-01-01T00:00:00.000,11.08333,-0.18333,"[-0.18333000000000002, 11.08333]",Ghana,Ghana
88,Baxter,4977,Valid,L6,611.0,Fell,1916-01-01T00:00:00.000,36.75,-93.5,"[-93.5, 36.75]",United States,United States
91,Beddgelert,4993,Valid,H5,794.0,Fell,1949-01-01T00:00:00.000,53.01667,-4.1,"[-4.1, 53.01667]",United Kingdom,United Kingdom
92,Bells,5005,Valid,C2-ung,375.0,Fell,1961-01-01T00:00:00.000,33.6,-96.46667,"[-96.46667, 33.6]",United States,United States
101,Berduc,48975,Valid,L6,270.0,Fell,2008-01-01T00:00:00.000,-31.91,-58.32833,"[-58.32833, -31.91]",Argentina,Argentina
103,Berlanguillas,5029,Valid,L6,1440.0,Fell,1811-01-01T00:00:00.000,41.68333,-3.8,"[-3.8, 41.68333]",Spain,Spain
104,Berthoud,47355,Valid,Eucrite-mmict,960.0,Fell,2004-01-01T00:00:00.000,40.30583,-105.02325,"[-105.02325, 40.30583]",United States,United States
107,Beyrout,5035,Valid,LL3.8,1100.0,Fell,1921-01-01T00:00:00.000,33.88333,35.5,"[35.5, 33.88333]",Lebanon,Lebanon
108,Bhagur,5037,Valid,L6,18.0,Fell,1877-01-01T00:00:00.000,20.88333,74.83333,"[74.83333, 20.88333]",India,India
109,Bhawad,36591,Valid,LL6,678.0,Fell,2002-01-01T00:00:00.000,26.50833,73.11528,"[73.11528, 26.50833]",India,India
110,Bherai,5039,Valid,L6,100.0,Fell,1893-01-01T00:00:00.000,20.83333,71.46667,"[71.46667, 20.83333]",India,India
111,Bhola,5040,Valid,LL3-6,1047.0,Fell,1940-01-01T00:00:00.000,22.68333,90.65,"[90.65, 22.68333]",Bangladesh,Bangladesh
114,Bielokrynitschie,5043,Valid,H4,1900.0,Fell,1887-01-01T00:00:00.000,50.13333,27.16667,"[27.16667, 50.13333]",Ukraine,Ukraine
117,Birni N'konni,5056,Valid,H4,560.0,Fell,1923-01-01T00:00:00.000,13.76667,5.3,"[5.3, 13.76667]",Nigeria,Nigeria
119,Bishunpur,5060,Valid,LL3.15,1039.0,Fell,1895-01-01T00:00:00.000,25.38333,82.6,"[82.6, 25.38333]",India,India
120,Bjelaja Zerkov,5063,Valid,H6,1850.0,Fell,1796-01-01T00:00:00.000,49.78333,30.16667,"[30.16667, 49.78333]",Ukraine,Ukraine
122,Black Moshannan Park,5065,Valid,L5,705.0,Fell,1941-01-01T00:00:00.000,40.91667,-78.08333,"[-78.08333, 40.91667]",United States,United States
125,Blansko,5072,Valid,H6,470.0,Fell,1833-01-01T00:00:00.000,49.36667,16.63333,"[16.63333, 49.36667]",Czechia,Czechia
128,Bocas,5093,Valid,L6,56.0,Fell,1804-01-01T00:00:00.000,23.0,-102.0,"[-102, 23]",Mexico,Mexico
131,Borgo San Donino,5110,Valid,LL6,1676.0,Fell,1808-01-01T00:00:00.000,44.86667,10.05,"[10.05, 44.86667]",Italy,Italy
133,Boriskino,5112,Valid,CM2,1342.0,Fell,1930-01-01T00:00:00.000,54.23333,52.48333,"[52.48333, 54.23333]",Russia,Russia
135,Borodino,5114,Valid,H5,500.0,Fell,1812-01-01T00:00:00.000,55.46667,35.86667,"[35.86667, 55.46667]",Russia,Russia
136,Botschetschki,5117,Valid,L4,614.0,Fell,1823-01-01T00:00:00.000,51.33333,33.88333,"[33.88333, 51.33333]",Ukraine,Ukraine
137,Boumdeid (2003),57168,Valid,L6,190.0,Fell,2003-01-01T00:00:00.000,17.71067,-11.3715,"[-11.3715, 17.71067]",Mauritania,Mauritania
140,Bradford Woods,5128,Valid,L,762.0,Fell,1886-01-01T00:00:00.000,40.5,-80.08333,"[-80.08333, 40.5]",United States,United States
142,Breitscheid,5134,Valid,H5,1500.0,Fell,1956-01-01T00:00:00.000,50.66694,8.18361,"[8.18361, 50.66694]",Germany,Germany
144,Brient,5140,Valid,Eucrite-pmict,219.0,Fell,1933-01-01T00:00:00.000,52.13333,59.31667,"[59.31667, 52.13333]",Russia,Russia
148,Bunburra Rockhole,48653,Valid,Eucrite,324.0,Fell,2007-01-01T00:00:00.000,-31.35,129.19,"[129.19, -31.35]",Australia,Australia
149,Bununu,5165,Valid,Howardite,357.0,Fell,1942-01-01T00:00:00.000,10.01667,9.58333,"[9.58333, 10.01667]",Nigeria,Nigeria
151,Burnwell,5175,Valid,H4-an,1504.0,Fell,1990-01-01T00:00:00.000,37.62194,-82.23722,"[-82.23722, 37.62194]",United States,United States
154,Bustee,5181,Valid,Aubrite,1500.0,Fell,1852-01-01T00:00:00.000,26.78333,82.83333,"[82.83333, 26.78333]",India,India
159,Cacak,5187,Valid,OC,212.0,Fell,1919-01-01T00:00:00.000,43.83889,20.33333,"[20.33333, 43.83889]",Serbia,Serbia
160,Cali,45976,Valid,H/L4,478.0,Fell,2007-01-01T00:00:00.000,3.405,-76.51,"[-76.51, 3.4050000000000002]",Colombia,Colombia
164,Cañellas,5251,Valid,H4,945.0,Fell,1861-01-01T00:00:00.000,41.25,1.66667,"[1.66667, 41.25]",Spain,Spain
166,Canon City,5253,Valid,H6,1400.0,Fell,1973-01-01T00:00:00.000,38.47028,-105.24139,"[-105.24139, 38.47028]",United States,United States
168,Capilla del Monte,5264,Valid,H6,750.0,Fell,1934-01-01T00:00:00.000,-30.88333,-64.55,"[-64.55, -30.88333]",Argentina,Argentina
169,Carancas,45817,Valid,H4-5,342.0,Fell,2007-01-01T00:00:00.000,-16.66444,-69.04389,"[-69.04389, -16.66444]",Peru,Peru
170,Caratash,5265,Valid,LL6,8.0,Fell,1902-01-01T00:00:00.000,38.5,27.0,"[27, 38.5]",Turkey,Turkey
173,Castine,5293,Valid,L6,94.0,Fell,1848-01-01T00:00:00.000,44.38333,-68.75,"[-68.75, 44.38333]",United States,United States
175,Caswell County,5296,Valid,OC,1360.0,Fell,1810-01-01T00:00:00.000,36.5,-79.25,"[-79.25, 36.5]",United States,United States
176,Ceniceros,5306,Valid,L3.7,1025.0,Fell,1988-01-01T00:00:00.000,26.46667,-105.23333,"[-105.23333, 26.46667]",Mexico,Mexico
184,Chandpur,5321,Valid,L6,1100.0,Fell,1885-01-01T00:00:00.000,27.28333,79.05,"[79.05, 27.28333]",India,India
185,Changde,5322,Valid,H5,1810.0,Fell,1977-01-01T00:00:00.000,29.08333,111.75,"[111.75, 29.08333]",China,China
198,Chervettaz,5341,Valid,L5,705.0,Fell,1901-01-01T00:00:00.000,46.55,6.81667,"[6.81667, 46.55]",Switzerland,Switzerland
199,Chervony Kut,5342,Valid,Eucrite-mmict,1700.0,Fell,1939-01-01T00:00:00.000,50.83333,34.0,"[34, 50.83333]",Ukraine,Ukraine
200,Chetrinahatti,5344,Valid,Stone-uncl,72.0,Fell,1880-01-01T00:00:00.000,14.5,76.5,"[76.5, 14.5]",India,India
201,Chiang Khan,5345,Valid,H6,367.0,Fell,1981-01-01T00:00:00.000,17.9,101.63333,"[101.63333, 17.9]",Laos,Laos
202,Chicora,5349,Valid,LL6,303.0,Fell,1938-01-01T00:00:00.000,40.93333,-79.73333,"[-79.73333, 40.93333]",United States,United States
206,Cilimus,5364,Valid,L5,1600.0,Fell,1979-01-01T00:00:00.000,-6.95,108.1,"[108.1, -6.95]",Indonesia,Indonesia
207,Claxton,5374,Valid,L6,1455.0,Fell,1984-01-01T00:00:00.000,32.1025,-81.87278,"[-81.87278, 32.1025]",United States,United States
211,Coleman,5401,Valid,L6,469.0,Fell,1994-01-01T00:00:00.000,43.76111,-84.50778,"[-84.50778, 43.76111]",United States,United States
214,Cosina,5451,Valid,H5,1200.0,Fell,1844-01-01T00:00:00.000,21.16667,-100.86667,"[-100.86667, 21.16667]",Mexico,Mexico
215,Cranganore,5465,Valid,L6,1460.0,Fell,1917-01-01T00:00:00.000,10.2,76.26667,"[76.26667, 10.2]",India,India
218,Cross Roads,5476,Valid,H5,167.0,Fell,1892-01-01T00:00:00.000,35.63333,-78.13333,"[-78.13333, 35.63333]",United States,United States
224,Daniel's Kuil,5513,Valid,EL6,1064.0,Fell,1868-01-01T00:00:00.000,-28.2,24.56667,"[24.56667, -28.2]",South Africa,South Africa
226,Darmstadt,6603,Valid,H5,100.0,Fell,1804-01-01T00:00:00.000,49.86667,8.65,"[8.65, 49.86667]",Germany,Germany
229,De Cewsville,6621,Valid,H6,340.0,Fell,1887-01-01T00:00:00.000,43.0,-80.0,"[-80, 43]",Canada,Canada
230,Deal,6634,Valid,L6,28.0,Fell,1829-01-01T00:00:00.000,40.25,-74.0,"[-74, 40.25]",United States,United States
233,Denver,6660,Valid,L6,230.0,Fell,1967-01-01T00:00:00.000,39.7825,-104.93056,"[-104.93056, 39.7825]",United States,United States
237,Devri-Khera,6696,Valid,L6,1140.0,Fell,1994-01-01T00:00:00.000,24.225,76.525,"[76.525, 24.225]",India,India
239,Dharwar,6699,Valid,OC,1800.0,Fell,1848-01-01T00:00:00.000,14.88333,75.6,"[75.6, 14.88333]",India,India
242,Diep River,7642,Valid,L6,1000.0,Fell,1906-01-01T00:00:00.000,-33.75,18.56667,"[18.56667, -33.75]",South Africa,South Africa
243,Distrito Quebracho,7649,Valid,H4,400.0,Fell,1957-01-01T00:00:00.000,-31.88333,-60.46667,"[-60.46667, -31.88333]",Argentina,Argentina
248,Dolgovoli,7659,Valid,L6,1600.0,Fell,1864-01-01T00:00:00.000,50.75,25.3,"[25.3, 50.75]",Ukraine,Ukraine
249,Domanitch,7661,Valid,L5,438.0,Fell,1907-01-01T00:00:00.000,40.0,29.0,"[29, 40]",Turkey,Turkey
251,Donga Kohrod,7707,Valid,H6,230.0,Fell,1899-01-01T00:00:00.000,21.86667,82.45,"[82.45, 21.86667]",India,India
254,Dosso,7722,Valid,L6,1250.0,Fell,1962-01-01T00:00:00.000,13.05,3.16667,"[3.16667, 13.05]",Niger,Niger
255,Douar Mghila,7723,Valid,LL6,1161.0,Fell,1932-01-01T00:00:00.000,32.33333,-6.3,"[-6.3, 32.33333]",Morocco,Morocco
256,Dowa,7725,Valid,Stone-uncl,642.0,Fell,1976-01-01T00:00:00.000,-13.66667,33.91667,"[33.91667, -13.66667]",Malawi,Malawi
259,Dubrovnik,7736,Valid,L3-6,1900.0,Fell,1951-01-01T00:00:00.000,42.45833,18.44167,"[18.44167, 42.45833]",Croatia,Croatia
260,Dunbogan,7743,Valid,L6,30.0,Fell,1999-01-01T00:00:00.000,-31.66667,152.83333,"[152.83333, -31.66667]",Australia,Australia
264,Duruma,7752,Valid,L6,577.0,Fell,1853-01-01T00:00:00.000,-4.0,39.5,"[39.5, -4]",Kenya,Kenya
267,Dyalpur,7757,Valid,Ureilite,300.0,Fell,1872-01-01T00:00:00.000,26.25,82.0,"[82, 26.25]",India,India
268,Dyarrl Island,7758,Valid,Mesosiderite-A1,188.0,Fell,1933-01-01T00:00:00.000,-3.0,151.0,"[151, -3]",Papua New Guinea,Papua New Guinea
273,Ekh Khera,7777,Valid,H6,840.0,Fell,1916-01-01T00:00:00.000,28.26667,78.78333,"[78.78333, 28.26667]",India,India
280,Ellemeet,10019,Valid,Diogenite,1470.0,Fell,1925-01-01T00:00:00.000,51.75,4.0,"[4, 51.75]",Netherlands,Netherlands
281,Emmaville,10033,Valid,Eucrite-mmict,127.0,Fell,1900-01-01T00:00:00.000,-29.46667,151.61667,"[151.61667, -29.46667]",Australia,Australia
284,Épinal,10041,Valid,H5,277.0,Fell,1822-01-01T00:00:00.000,48.18333,6.46667,"[6.46667, 48.18333]",France,France
285,Erakot,10042,Valid,CM2,113.0,Fell,1940-01-01T00:00:00.000,19.03333,81.89167,"[81.89167, 19.03333]",India,India
289,Esnandes,10051,Valid,L6,1500.0,Fell,1837-01-01T00:00:00.000,46.25,-1.1,"[-1.1, 46.25]",France,France
290,Essebi,10055,Valid,C2-ung,500.0,Fell,1957-01-01T00:00:00.000,2.88333,30.83333,"[30.83333, 2.88333]",Democratic Republic of the Congo,Democratic Republic of the Congo
294,Favars,10078,Valid,H5,1500.0,Fell,1844-01-01T00:00:00.000,44.38333,2.81667,"[2.8166700000000002, 44.38333]",France,France
296,Feid Chair,10080,Valid,H4,380.0,Fell,1875-01-01T00:00:00.000,36.88333,8.45,"[8.45, 36.88333]",Algeria,Algeria
298,Fenghsien-Ku,10086,Valid,H5,82.0,Fell,1924-01-01T00:00:00.000,34.6,116.75,"[116.75, 34.6]",China,China
299,Ferguson,10088,Valid,OC,220.0,Fell,1889-01-01T00:00:00.000,36.1,-81.41667,"[-81.41667, 36.1]",United States,United States
